tweet_id,text_raw,author_username,author_id,created_at,like_count,reply_count,repost_count,quote_count,bookmark_count,impression_count,lang,query_group,query_label,tweet_url,text_clean,text_joined
1962795707917836704,"@BudiBukanIntel bang bud coba deh tengkok video ini, perihal MBG, yg wadah nya itu dibuat Dari cina Dan bahan bahan nya non foodgrdae
https://t.co/RuZ6deW3q2",est17_,1165482868958609410,2025-09-02 08:32:18,0,0,0,0,0,89,in,tray,tray_umum_objek,https://x.com/est17_/status/1962795707917836704,bang bud coba deh tengkok video ini perihal mbg yg wadah nya itu dibuat dari cina dan bahan bahan nya non foodgrdae,bang bud coba tengkok video perihal wadah buat cina bahan bahan non foodgrdae
1969287558590025729,"Kalau gue inget-inget pelajaran kimia sewaktu SMA, wajar sih ada hipotesis bahwa food tray yang saat ini banyak digunakan jadi salah satu potensi penyebab keracunan. Kalau ga salah, sebagian tray punya grade stainless steel 201 yang sebenarnya ini tuh kurang tahan sama lingkungan lembab, garam, atau panas tinggi karena kandungan mangan tinggi (5,5–7,5%), nikel rendah (3,5–5,5%), & kromium cuma (16–18%).

Tray MBG sudah pasti tuh kan sering terpapar air, deterjen, & residu makanan, yang secara teknis bisa merusak lapisan oksida kromium. Ada reaksi elektrokimia yaitu Fe + O2 + H2O → Fe(OH)2, alias membentuk Fe2O3 (karat). Hasilnya, timbul proses kontaminasi dari leaching logam di tray ke makanan. Mungkin pemikiran ini salah, tapi—

1. Menu MBG kan kadang ada sayur, buah, atau sausnya, yang sebenarnya itu semua bisa aja bersifat asam. Makanan asam (pH < 4,5, kayak tomat, jeruk, atau cuka) bahkan mempercepat korosi tray 201 melalui reaksi H+ dengan lapisan oksida, bikin leaching ion mangan (Mn), nikel (Ni), & kromium (Cr). Sialnya, mangan berlebih bisa bikin gangguan neurologis (tremor, kekakuan otot), sementara kontaminasi nikel memicu alergi kulit atau masalah pernapasan jangka panjang. Jadi apakah set menu super minimalis yang selama ini membagongkan kita ternyata tujuannya adalah supaya anak-anak ga terkontaminasi berlebih? 😵‍💫

2. Makanan panas (misal nasi atau sup) mengeluarkan energi thermal yang memfasilitasi difusi ion dari matriks logam. Ini bisa mempercepat laju migrasi ion sampai 10 kali lipat. Bisa aja proses ini bikin kemunculan timbal (Pb) yang lebih dari 0,01 mg/kg di tray 201. Kalau kita cek kadar ini sudah melebihi batas aman yang ditetapkan sama BPOM.

3. Kira-kira apa yang biasa kita pakai buat nyuci piring? Yak betul. Spons & sabun cuci piring. Kalau pencucian tray 201 memakai spons abrasif atau deterjen kuat (misal mengandung asam sitrat) maka lapisan pasivasi (Cr2O3) bisa terkikis sehingga mempercepat korosi. Bayangkan kalau ada dapur yang mencuci secara massal tanpa prosedur standar. Goresan atau penyok pada tray bisa bikin area tersebut menjadi anoda dalam sel korosi yang mempercepat leaching.

By the way, karena penerima manfaat MBG adalah anak-anak, maka tingkat kerentanannya lebih besar dan reaksi yang timbul bisa lebih cepat, karena metabolisme anak lebih tinggi dibanding orang dewasa.

Lalu bagaimana dengan kasus keracunan yang disebabkan bakteri kayak Salmonella atau E. Coli? Ini mungkin banget dan bisa kita kategorikan sebagai kontaminasi sekunder dari tray rusak atau treatment bahan makanan yang ga sesuai standar higienis. Cuma untuk kemungkinan ini, variabelnya lebih banyak, termasuk variabel ga terduga kayak tingkat imunitas seseorang.

Jadi gmn dong supaya anak-anak ga keracunan MBG? Jawabannya sungguh sederhana wahai bapak ibu sekalian. Intinya dimulai dengan bangun lebih pagi lagi wkwk.",jisatorio,1414492515143622662,2025-09-20 06:28:36,0,0,0,0,0,12,in,tray,tray_umum_objek,https://x.com/jisatorio/status/1969287558590025729,kalau gue inget inget pelajaran kimia sewaktu sma wajar sih ada hipotesis bahwa food tray yang saat ini banyak digunakan jadi salah satu potensi penyebab keracunan kalau ga salah sebagian tray punya grade stainless steel yang sebenarnya ini tuh kurang tahan sama lingkungan lembab garam atau panas tinggi karena kandungan mangan tinggi nikel rendah kromium cuma tray mbg sudah pasti tuh kan sering terpapar air deterjen residu makanan yang secara teknis bisa merusak lapisan oksida kromium ada reaksi elektrokimia yaitu fe o h o fe oh alias membentuk fe o karat hasilnya timbul proses kontaminasi dari leaching logam di tray ke makanan mungkin pemikiran ini salah tapi menu mbg kan kadang ada sayur buah atau sausnya yang sebenarnya itu semua bisa aja bersifat asam makanan asam ph kayak tomat jeruk atau cuka bahkan mempercepat korosi tray melalui reaksi h dengan lapisan oksida bikin leaching ion mangan mn nikel ni kromium cr sialnya mangan berlebih bisa bikin gangguan neurologis tremor kekakuan otot sementara kontaminasi nikel memicu alergi kulit atau masalah pernapasan jangka panjang jadi apakah set menu super minimalis yang selama ini membagongkan kita ternyata tujuannya adalah supaya anak anak ga terkontaminasi berlebih makanan panas misal nasi atau sup mengeluarkan energi thermal yang memfasilitasi difusi ion dari matriks logam ini bisa mempercepat laju migrasi ion sampai kali lipat bisa aja proses ini bikin kemunculan timbal pb yang lebih dari mg kg di tray kalau kita cek kadar ini sudah melebihi batas aman yang ditetapkan sama bpom kira kira apa yang biasa kita pakai buat nyuci piring yak betul spons sabun cuci piring kalau pencucian tray memakai spons abrasif atau deterjen kuat misal mengandung asam sitrat maka lapisan pasivasi cr o bisa terkikis sehingga mempercepat korosi bayangkan kalau ada dapur yang mencuci secara massal tanpa prosedur standar goresan atau penyok pada tray bisa bikin area tersebut menjadi anoda dalam sel korosi yang mempercepat leaching by the way karena penerima manfaat mbg adalah anak anak maka tingkat kerentanannya lebih besar dan reaksi yang timbul bisa lebih cepat karena metabolisme anak lebih tinggi dibanding orang dewasa lalu bagaimana dengan kasus keracunan yang disebabkan bakteri kayak salmonella atau e coli ini mungkin banget dan bisa kita kategorikan sebagai kontaminasi sekunder dari tray rusak atau treatment bahan makanan yang ga sesuai standar higienis cuma untuk kemungkinan ini variabelnya lebih banyak termasuk variabel ga terduga kayak tingkat imunitas seseorang jadi gmn dong supaya anak anak ga keracunan mbg jawabannya sungguh sederhana wahai bapak ibu sekalian intinya dimulai dengan bangun lebih pagi lagi wkwk,gue inget inget ajar kimia waktu sma wajar ada hipotesis bahwa food tray saat banyak guna salah satu potensi sebab racun salah bagi tray punya grade stainless steel benar tuh kurang tahan sama lingkung lembab garam panas tinggi kandung mangan tinggi nikel rendah kromium cuma tray pasti tuh sering papar air deterjen residu makan cara teknis bisa rusak lapis oksida kromium ada reaksi elektrokimia yaitu alias bentuk karat hasil timbul proses kontaminasi leaching logam tray makan mungkin pikir salah menu kadang ada sayur buah saus benar semua bisa sifat asam makan asam tomat jeruk cuka bahkan cepat korosi tray lalu reaksi lapis oksida bikin leaching ion mangan nikel kromium sial mangan lebih bisa bikin ganggu neurologis tremor kaku otot sementara kontaminasi nikel picu alergi kulit masalah napas jangka panjang apakah set menu super minimal lama bagong kita nyata tuju adalah anak anak kontaminasi lebih makan panas misal nasi sup keluar energi thermal fasilitas difusi ion matriks logam bisa cepat laju migrasi ion sampai kali lipat bisa proses bikin muncul timbal lebih tray kita cek kadar lebih batas aman tetap sama bpom kira kira apa biasa kita pakai buat nyuci piring yak betul spons sabun cuci piring cuci tray pakai spons abrasif deterjen kuat misal kandung asam sitrat maka lapis pasivasi bisa kikis sehingga cepat korosi bayang ada dapur cuci cara massal tanpa prosedur standar gores penyok tray bisa bikin area sebut jadi anoda dalam sel korosi cepat leaching way terima manfaat adalah anak anak maka tingkat rentan lebih besar reaksi timbul bisa lebih cepat metabolisme anak lebih tinggi banding orang dewasa lalu bagaimana kasus racun sebab bakteri salmonella coli mungkin banget bisa kita kategori bagai kontaminasi sekunder tray rusak treatment bahan makan sesuai standar higienis cuma mungkin variabel lebih banyak masuk variabel duga tingkat imunitas orang gmn anak anak racun jawab sungguh sederhana wahai bapak ibu sekali inti mulai bangun lebih pagi wkwk
1973249312185524367,"Kepercayaan terhadap MBG diguncang oleh dugaan bahwa food tray atau ompreng impor asal Tiongkok yang dipakai dalam MBG diproduksi menggunakan minyak atau lemak babi dalam proses pencetakannya.

Ulasan Ahmad Safii Hafid:
https://t.co/UIbVde871s https://t.co/mBtwHI2lkz",omongomongcom,1426085827906478081,2025-10-01 04:51:11,1,0,2,0,0,592,in,tray,tray_umum_objek,https://x.com/omongomongcom/status/1973249312185524367,kepercayaan terhadap mbg diguncang oleh dugaan bahwa food tray atau ompreng impor asal tiongkok yang dipakai dalam mbg diproduksi menggunakan minyak atau lemak babi dalam proses pencetakannya ulasan ahmad safii hafid,percaya hadap guncang oleh duga bahwa food tray ompreng impor asal tiongkok pakai dalam produksi guna minyak lemak babi dalam proses cetak ulas ahmad safi hafid
1964910833387065820,"@GoodRecom lah guru gak ngebagiin ompreng bjir. ama pihak MBG nya ditaroh di ruang giru, trus siswa nya yg ngambil. udahnya dianterin lagi ke ruang guru ama siswa nya. guru hampir ga ngapa ngapaun, suruh nyicip doang.",jxxxng_,1063732654548279296,2025-09-08 04:37:03,0,1,0,0,0,211,in,tray,tray_umum_objek,https://x.com/jxxxng_/status/1964910833387065820,lah guru gak ngebagiin ompreng bjir ama pihak mbg nya ditaroh di ruang giru trus siswa nya yg ngambil udahnya dianterin lagi ke ruang guru ama siswa nya guru hampir ga ngapa ngapaun suruh nyicip doang,lah guru ngebagiin ompreng bjir ama pihak ditaroh ruang giru trus siswa ngambil udahnya dianterin ruang guru ama siswa guru hampir ngapa ngapaun suruh nyicip doang
1960705597197726088,"@tanyakanrl dan yap betul kemarin ngurus import tempat makan MBG, dan yap mostly dari Shandong China.. dan sempet kena pemeriksaan bece",notastroboee,1164550957436243973,2025-08-27 14:06:57,0,0,0,0,0,160,in,tray,tray_umum_objek,https://x.com/notastroboee/status/1960705597197726088,dan yap betul kemarin ngurus import tempat makan mbg dan yap mostly dari shandong china dan sempet kena pemeriksaan bece,yap betul kemarin ngurus import tempat yap mostly shandong china sempet kena periksa bece
1964932314171060697,"Kepala BPJPH, Haikal Hassan, menegaskan pihaknya akan terbang ke China untuk memeriksa langsung food tray atau wadah makan dalam program Makan Bergizi Gratis (MBG) yang diduga mengandung lemak babi. Menurutnya, langkah ini diambil agar isu tersebut tidak hanya ditanggapi sebagai rumor atau hoaks, melainkan diverifikasi melalui audit menyeluruh. BPJPH juga berkomitmen melakukan sertifikasi halal, bukan hanya untuk makanan, tapi juga dapur, menu, serta peralatan yang digunakan dalam program MBG.

Haikal menambahkan bahwa jaminan halal akan mencakup semua aspek, termasuk sertifikasi halal bagi dapur penyedia dan penunjukan penyelia halal. Hal ini menjadi bagian dari sinergi BPJPH dengan Badan Gizi Nasional (BGN) dalam menjamin pemenuhan gizi nasional yang sesuai standar halal. Dengan demikian, kepastian halal tidak hanya melekat pada makanan yang dikonsumsi, melainkan juga peralatan penunjangnya.

Sementara itu, Kepala BGN Dadan Handayana menjelaskan bahwa penggunaan food tray impor dari China dilakukan karena produksi dalam negeri belum mencukupi kebutuhan program MBG. Kapasitas produksi dalam negeri hanya sekitar 10 juta tray per bulan, sementara kebutuhan mencapai 70 juta tray tambahan hingga akhir tahun. Ia memastikan ke depan BGN akan melakukan pengadaan food tray untuk wilayah 3T dengan memprioritaskan produk dalam negeri, melibatkan BPJPH, BPOM, serta Kementerian Perindustrian untuk sertifikasi halal, higienitas, dan SNI.

📸: Dok. Antara.

Jaga Indonesia lewat fakta sebuah gerakan kolaboratif untuk mendorong masyarakat lebih kritis, bijak, dan selalu berpegang pada fakta dalam menyikapi isu-isu serta persoalan bangsa. Seluruh masyarakat indonesia harus berperan aktif menjaga Indonesia dari berbagai sisi, mulai dari ekonomi, politik, pendidikan, pangan, energi, lingkungan, hingga kebudayaan.

Mari bersama jaga Indonesia lewat fakta.

#bisnisupdate #update #bisnis #oneliner #makanbergizigratis #mbg #bpjph #halal #bgn #foodtray #china #produkhalal #info #infoterkini #berita #beritaterkini #jagaindonesia #bicarafaktalewatberita #kumparan #JagaIndonesiaLewatFakta",kumparan,759692754985242625,2025-09-08 06:02:25,150,214,36,114,26,98949,in,tray,tray_umum_objek,https://x.com/kumparan/status/1964932314171060697,kepala bpjph haikal hassan menegaskan pihaknya akan terbang ke china untuk memeriksa langsung food tray atau wadah makan dalam program makan bergizi gratis mbg yang diduga mengandung lemak babi menurutnya langkah ini diambil agar isu tersebut tidak hanya ditanggapi sebagai rumor atau hoaks melainkan diverifikasi melalui audit menyeluruh bpjph juga berkomitmen melakukan sertifikasi halal bukan hanya untuk makanan tapi juga dapur menu serta peralatan yang digunakan dalam program mbg haikal menambahkan bahwa jaminan halal akan mencakup semua aspek termasuk sertifikasi halal bagi dapur penyedia dan penunjukan penyelia halal hal ini menjadi bagian dari sinergi bpjph dengan badan gizi nasional bgn dalam menjamin pemenuhan gizi nasional yang sesuai standar halal dengan demikian kepastian halal tidak hanya melekat pada makanan yang dikonsumsi melainkan juga peralatan penunjangnya sementara itu kepala bgn dadan handayana menjelaskan bahwa penggunaan food tray impor dari china dilakukan karena produksi dalam negeri belum mencukupi kebutuhan program mbg kapasitas produksi dalam negeri hanya sekitar juta tray per bulan sementara kebutuhan mencapai juta tray tambahan hingga akhir tahun ia memastikan ke depan bgn akan melakukan pengadaan food tray untuk wilayah t dengan memprioritaskan produk dalam negeri melibatkan bpjph bpom serta kementerian perindustrian untuk sertifikasi halal higienitas dan sni dok antara jaga indonesia lewat fakta sebuah gerakan kolaboratif untuk mendorong masyarakat lebih kritis bijak dan selalu berpegang pada fakta dalam menyikapi isu isu serta persoalan bangsa seluruh masyarakat indonesia harus berperan aktif menjaga indonesia dari berbagai sisi mulai dari ekonomi politik pendidikan pangan energi lingkungan hingga kebudayaan mari bersama jaga indonesia lewat fakta bisnisupdate update bisnis oneliner makanbergizigratis mbg bpjph halal bgn foodtray china produkhalal info infoterkini berita beritaterkini jagaindonesia bicarafaktalewatberita kumparan jagaindonesialewatfakta,kepala bpjph haikal hassan tegas pihak akan terbang china periksa langsung food tray wadah dalam duga kandung lemak babi turut langkah ambil agar isu sebut tidak hanya tanggap bagai rumor hoaks lain verifikasi lalu audit seluruh bpjph komitmen laku sertifikasi halal bukan hanya makan dapur menu serta alat guna dalam haikal tambah bahwa jamin halal akan cakup semua aspek masuk sertifikasi halal bagi dapur sedia tunjuk selia halal hal jadi bagi sinergi bpjph badan gizi nasional bgn dalam jamin penuh gizi nasional sesuai standar halal demikian pasti halal tidak hanya lekat makan konsumsi lain alat tunjang sementara kepala bgn dad handayana jelas bahwa guna food tray impor china laku produksi dalam negeri cukup butuh kapasitas produksi dalam negeri hanya sekitar juta tray per bulan sementara butuh capai juta tray tambah hingga akhir tahun pasti depan bgn akan laku ada food tray wilayah prioritas produk dalam negeri libat bpjph bpom serta menteri industri sertifikasi halal higienitas sni dok antara jaga indonesia lewat fakta buah gera kolaboratif dorong masyarakat lebih kritis bijak selalu pegang fakta dalam sikap isu isu serta soal bangsa seluruh masyarakat indonesia harus peran aktif jaga indonesia bagai sisi mulai ekonomi politik didik pangan energi lingkung hingga budaya mari sama jaga indonesia lewat fakta bisnisupdate update bisnis oneliner makanbergizigratis bpjph halal bgn foodtray china produkhalal info infoterkini berita beritaterkini jagaindonesia bicarafaktalewatberita kumpar jagaindonesialewatfakta
1973735096881655992,"Satuan Pelayanan Pemenuhan Gizi (SPPG) Slipi, Palmerah, Jakarta Barat, membeberkan cara mencegah terjadinya kejadian luar biasa (KLB) seperti keracunan usai menyantap Makan Bergizi Gratis (MBG).

Koordinator SPPG Wilayah Jakarta Barat, Yudha Permana, menegaskan kunci utama ada pada penerapan Critical Control Point (CCP). Menurutnya, CCP dilakukan tidak ketika bahan baku datang tapi mulai dari pemilihan menu sudah mempertimbangkan Angka Kecukupan Gizi (AKG).

""Jadi di setiap SPPG itu dipastikan bahwa mereka menjaga CCP atau Critical Control Point. Ini mulai dari awal, sebetulnya tidak ketika bahan baku datang saja, tapi dari awal pembuatan menu. Kita pastikan AKG, Angka Kecukupan Gizinya terpenuhi,"" katanya kepada wartawan, dikutip Sabtu, 27 September 2025.

Yudha mencontohkan, kini susu tidak lagi mengandung kadar gula tinggi. Sebab, Badan Gizi Nasional (BGN) sudah mengingatkan SPPG untuk tidak memberi susu berkadar gula tinggi.

“Itu salah satu bentuk pemilihan pembuatan menu. Baik itu tadi angka kecukupan gizinya, kemudian pemilihan apapun, komponen yang terdapat di dalam ompreng,” tuturnya.

Selain itu, menu disusun rutin setiap pekan melalui rapat tim gizi, agar variasi tetap terjaga. Hingga kini, SPPG Palmerah sudah mengembangkan lebih dari 40 jenis menu, termasuk menyesuaikan permintaan siswa agar mereka tidak bosan.

“Kita sering juga mendengarkan request-request dari siswa. Apakah dia, contoh yang terakhir itu, mereka pingin burger, kita coba fasilitasi. Hal-hal ini yang membuat anak-anak itu menjadi lebih nafsu makan, karena mereka juga merasa bahwa apa yang mereka inginkan itu bisa tersalurkan,“ ucap Yudha.

Asep Bidin Rosidin/PRMN

#MBG #news #SPPG #MakanBergizi",pikiran_rakyat,58880688,2025-10-02 13:01:31,1,0,0,0,1,222,in,tray,tray_umum_objek,https://x.com/pikiran_rakyat/status/1973735096881655992,satuan pelayanan pemenuhan gizi sppg slipi palmerah jakarta barat membeberkan cara mencegah terjadinya kejadian luar biasa klb seperti keracunan usai menyantap makan bergizi gratis mbg koordinator sppg wilayah jakarta barat yudha permana menegaskan kunci utama ada pada penerapan critical control point ccp menurutnya ccp dilakukan tidak ketika bahan baku datang tapi mulai dari pemilihan menu sudah mempertimbangkan angka kecukupan gizi akg jadi di setiap sppg itu dipastikan bahwa mereka menjaga ccp atau critical control point ini mulai dari awal sebetulnya tidak ketika bahan baku datang saja tapi dari awal pembuatan menu kita pastikan akg angka kecukupan gizinya terpenuhi katanya kepada wartawan dikutip sabtu september yudha mencontohkan kini susu tidak lagi mengandung kadar gula tinggi sebab badan gizi nasional bgn sudah mengingatkan sppg untuk tidak memberi susu berkadar gula tinggi itu salah satu bentuk pemilihan pembuatan menu baik itu tadi angka kecukupan gizinya kemudian pemilihan apapun komponen yang terdapat di dalam ompreng tuturnya selain itu menu disusun rutin setiap pekan melalui rapat tim gizi agar variasi tetap terjaga hingga kini sppg palmerah sudah mengembangkan lebih dari jenis menu termasuk menyesuaikan permintaan siswa agar mereka tidak bosan kita sering juga mendengarkan request request dari siswa apakah dia contoh yang terakhir itu mereka pingin burger kita coba fasilitasi hal hal ini yang membuat anak anak itu menjadi lebih nafsu makan karena mereka juga merasa bahwa apa yang mereka inginkan itu bisa tersalurkan ucap yudha asep bidin rosidin prmn mbg news sppg makanbergizi,satu layan penuh gizi slip palmerah jakarta barat beber cara cegah jadi jadi luar biasa klb seperti racun usai santap koordinator wilayah jakarta barat yudha permana tegas kunci utama ada terap critical control point ccp turut ccp laku tidak ketika bahan baku datang mulai pilih menu timbang angka cukup gizi akg tiap pasti bahwa mereka jaga ccp critical control point mulai awal betul tidak ketika bahan baku datang awal buat menu kita pasti akg angka cukup gizi penuh kata kepada wartawan kutip sabtu september yudha contoh kini susu tidak kandung kadar gula tinggi sebab badan gizi nasional bgn ingat tidak beri susu kadar gula tinggi salah satu bentuk pilih buat menu baik tadi angka cukup gizi kemudian pilih apa komponen dapat dalam ompreng tutur selain menu susun rutin tiap pekan lalu rapat tim gizi agar variasi tetap jaga hingga kini palmerah kembang lebih jenis menu masuk sesuai minta siswa agar mereka tidak bosan kita sering dengar request request siswa apakah dia contoh akhir mereka pingin burger kita coba fasilitas hal hal buat anak anak jadi lebih nafsu mereka rasa bahwa apa mereka ingin bisa salur ucap yudha asep bidin rosidin prmn news makanbergizi
1960639924048441641,"@tanyakanrl Woi, anjing ni orang yg pesen wadah MBG ga ada otak anjing",ampegosong,1056084422666084352,2025-08-27 09:45:59,0,0,0,0,0,177,in,tray,tray_umum_objek,https://x.com/ampegosong/status/1960639924048441641,woi anjing ni orang yg pesen wadah mbg ga ada otak anjing,woi anjing orang sen wadah ada otak anjing
1979032735684661496,"Presiden Prabowo nyatakan pemerintah perketat penerapan SOP  pelaksanaan program Makan Bergizi Gratis MBG untuk cegah insiden keracunan dan berbagai persoalan lainnya. Selain perketat pengawasan, SOP pihaknya juga beli peralatan-peralatan baru, filter untuk air, perangkat uji, sterilisasi air, dan sterilisasi ompreng.",pasfm,145121986,2025-10-17 03:52:27,0,0,0,0,0,34,in,tray,tray_umum_objek,https://x.com/pasfm/status/1979032735684661496,presiden prabowo nyatakan pemerintah perketat penerapan sop pelaksanaan program makan bergizi gratis mbg untuk cegah insiden keracunan dan berbagai persoalan lainnya selain perketat pengawasan sop pihaknya juga beli peralatan peralatan baru filter untuk air perangkat uji sterilisasi air dan sterilisasi ompreng,presiden prabowo nyata perintah ketat terap sop laksana cegah insiden racun bagai soal lain selain ketat awas sop pihak beli alat alat baru filter air perangkat uji sterilisasi air sterilisasi ompreng
1960266000051372298,"tl dr: 
-tray mbg dilabeli made in indonesia, tp sebenernya made in china
-ada batch yang pake stainless steel non foodgrade (pantes pada keracunan)
-ada label halal tapi pake lard",_waztra,395914689,2025-08-26 09:00:09,2,0,0,0,0,114,in,tray,tray_umum_objek,https://x.com/_waztra/status/1960266000051372298,tl dr tray mbg dilabeli made in indonesia tp sebenernya made in china ada batch yang pake stainless steel non foodgrade pantes pada keracunan ada label halal tapi pake lard,tray label made indonesia sebenernya made china ada batch pake stainless steel non foodgrade pantes racun ada label halal pake lard
